project_id,project_name,district,state,latitude,longitude,land_area_acres,comp_offered_lakhs,comp_demanded_lakhs,litigation_cases,title_dispute_count,comp_disbursal_delay_months,public_objections_count,slao_officer_vacant,forest_clearance_status,env_clearance_status,delay_risk_label,source_portal
PRJ_MST_1686,Freight Corridor Project #686 (Jharkhand),Central Division,JHARKHAND,20.1684,84.8435,126.81,1061.71,1683.78,1,2,7,90,0,PENDING,PENDING,67.5,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1687,Power Grid Line Project #687 (Karnataka),Central Division,KARNATAKA,21.3172,78.9037,54.34,398.4,617.13,2,1,34,82,1,APPROVED,PENDING,84.08,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1688,Urban Transit Corridor Project #688 (Kerala),Central Division,KERALA,20.5802,78.1736,284.7,2579.19,4327.99,0,2,7,23,1,PENDING,APPROVED,58.13,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1689,Industrial Zone Project #689 (Lakshadweep),Central Division,LAKSHADWEEP,21.1449,83.7939,150.29,922.59,1367.58,1,4,36,25,0,APPROVED,PENDING,78.03,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1690,Bulk Water Pipeline Project #690 (Madhya Pradesh),Central Division,MADHYA PRADESH,20.0577,77.4317,227.16,2532.19,3475.7,0,3,26,44,0,REJECTED,APPROVED,75.75,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1691,Highway Project #691 (Maharashtra),Central Division,MAHARASHTRA,18.6606,72.9851,31.88,355.09,442.6,7,2,27,27,0,PENDING,APPROVED,90.05,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1692,Freight Corridor Project #692 (Manipur),Central Division,MANIPUR,25.5481,78.3311,118.97,810.97,1185.93,1,0,33,109,1,APPROVED,APPROVED,77.19,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1693,Power Grid Line Project #693 (Meghalaya),Central Division,MEGHALAYA,19.282,83.0799,35.73,246.71,311.26,0,3,31,119,0,PENDING,PENDING,83.37,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1694,Urban Transit Corridor Project #694 (Mizoram),Central Division,MIZORAM,18.513,76.5792,142.83,1617.63,2684.05,7,1,14,81,0,APPROVED,APPROVED,72.12,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1695,Industrial Zone Project #695 (Nagaland),Central Division,NAGALAND,22.5218,79.256,106.6,901.32,1200.29,5,5,16,107,0,PENDING,APPROVED,87.97,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1696,Bulk Water Pipeline Project #696 (Odisha),Central Division,ODISHA,22.6643,81.0064,346.87,2769.42,3560.27,1,5,32,99,0,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1697,Highway Project #697 (Puducherry),Central Division,PUDUCHERRY,18.1043,83.5304,150.4,955.37,1525.12,6,2,15,105,1,REJECTED,APPROVED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1698,Freight Corridor Project #698 (Punjab),Central Division,PUNJAB,21.8966,84.0038,121.49,773.1,1041.07,1,5,28,28,0,PENDING,PENDING,79.19,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1699,Power Grid Line Project #699 (Rajasthan),Central Division,RAJASTHAN,23.3028,78.7179,92.96,573.59,935.73,7,0,8,16,0,PENDING,APPROVED,70.37,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1700,Urban Transit Corridor Project #700 (Sikkim),Central Division,SIKKIM,25.1825,82.7495,183.03,1837.27,2454.67,3,2,32,67,0,PENDING,APPROVED,83.49,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1701,Industrial Zone Project #701 (Tamil Nadu),Central Division,TAMIL NADU,11.0121,78.7129,39.1,323.05,488.55,1,3,28,43,0,APPROVED,PENDING,73.45,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1702,Bulk Water Pipeline Project #702 (Telangana),Central Division,TELANGANA,25.9171,75.6611,115.6,1028.63,1400.32,2,1,12,108,0,PENDING,APPROVED,64.17,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1703,Highway Project #703 (Tripura),Central Division,TRIPURA,22.0693,84.9094,97.53,643.19,975.67,4,1,20,60,0,PENDING,APPROVED,70.68,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1704,Freight Corridor Project #704 (Uttar Pradesh),Central Division,UTTAR PRADESH,28.2655,79.0574,337.93,2420.34,3340.6,1,3,20,92,0,PENDING,APPROVED,68.42,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1705,Power Grid Line Project #705 (Uttarakhand),Central Division,UTTARAKHAND,20.5958,75.8434,223.17,1534.67,2513.15,1,2,4,67,0,APPROVED,APPROVED,43.51,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1706,Urban Transit Corridor Project #706 (West Bengal),Central Division,WEST BENGAL,22.0866,76.547,304.65,2716.42,4530.0,5,7,9,73,0,APPROVED,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1707,Industrial Zone Project #707 (Andaman And Nicobar Islands),Central Division,ANDAMAN AND NICOBAR ISLANDS,23.2043,84.8274,49.73,444.54,701.04,5,0,5,24,0,PENDING,APPROVED,62.07,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1708,Bulk Water Pipeline Project #708 (Andhra Pradesh),Central Division,ANDHRA PRADESH,18.7208,82.4781,69.17,576.12,938.03,4,2,12,94,1,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1709,Highway Project #709 (Arunachal Pradesh),Central Division,ARUNACHAL PRADESH,25.9258,79.1612,241.95,1653.56,2468.99,1,5,0,66,0,PENDING,APPROVED,58.94,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1710,Freight Corridor Project #710 (Assam),Central Division,ASSAM,27.01,93.141,343.07,2325.2,3527.34,0,1,19,110,0,APPROVED,PENDING,58.99,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1711,Power Grid Line Project #711 (Bihar),Central Division,BIHAR,26.5338,84.5239,27.66,205.26,277.88,5,1,7,1,0,APPROVED,PENDING,59.17,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1712,Urban Transit Corridor Project #712 (Chandigarh),Central Division,CHANDIGARH,23.6033,75.2534,319.55,2339.43,3189.56,1,2,9,88,0,PENDING,PENDING,68.96,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1713,Industrial Zone Project #713 (Chhattisgarh),Central Division,CHHATTISGARH,20.3053,78.4042,39.16,437.88,544.82,0,3,8,48,0,APPROVED,APPROVED,40.22,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1714,Bulk Water Pipeline Project #714 (Dadra And Nagar Haveli),Central Division,DADRA AND NAGAR HAVELI,23.2222,83.1476,269.37,2496.6,4204.55,2,2,2,69,1,PENDING,APPROVED,70.31,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1715,Highway Project #715 (Daman And Diu),Central Division,DAMAN AND DIU,19.9131,84.6512,41.32,487.92,821.53,2,1,10,25,0,APPROVED,APPROVED,46.25,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1716,Freight Corridor Project #716 (Delhi),Central Division,DELHI,20.9321,75.3488,104.39,912.58,1548.16,3,4,11,71,0,APPROVED,REJECTED,77.2,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1717,Power Grid Line Project #717 (Goa),Central Division,GOA,21.3778,76.2766,75.97,783.47,1170.03,5,6,9,98,1,APPROVED,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1718,Urban Transit Corridor Project #718 (Gujarat),Central Division,GUJARAT,22.9325,83.519,84.39,785.51,999.39,6,0,24,26,0,PENDING,REJECTED,93.34,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1719,Industrial Zone Project #719 (Haryana),Central Division,HARYANA,25.9187,83.9922,55.16,338.86,544.2,1,2,24,88,1,APPROVED,APPROVED,71.43,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1720,Bulk Water Pipeline Project #720 (Himachal Pradesh),Central Division,HIMACHAL PRADESH,23.5617,81.2527,191.86,1708.17,2198.27,6,2,10,17,0,APPROVED,PENDING,65.72,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1721,Highway Project #721 (Jammu And Kashmir),Central Division,JAMMU AND KASHMIR,23.8679,82.6103,22.06,262.61,319.13,2,2,35,53,1,APPROVED,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1722,Freight Corridor Project #722 (Jharkhand),Central Division,JHARKHAND,24.29,84.1868,280.9,1941.33,2576.19,7,2,25,0,1,PENDING,APPROVED,92.37,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1723,Power Grid Line Project #723 (Karnataka),Central Division,KARNATAKA,24.557,80.7324,65.77,677.12,1080.91,0,2,13,60,1,PENDING,APPROVED,69.51,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1724,Urban Transit Corridor Project #724 (Kerala),Central Division,KERALA,19.6543,77.3124,55.36,372.28,480.56,7,2,0,111,1,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1725,Industrial Zone Project #725 (Lakshadweep),Central Division,LAKSHADWEEP,24.2505,83.6114,161.77,970.71,1341.66,7,5,3,102,1,APPROVED,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1726,Bulk Water Pipeline Project #726 (Madhya Pradesh),Central Division,MADHYA PRADESH,20.1739,79.1772,92.26,663.2,983.16,6,1,29,2,0,APPROVED,PENDING,80.99,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1727,Highway Project #727 (Maharashtra),Central Division,MAHARASHTRA,20.0335,73.3843,295.83,2611.32,3868.58,2,0,11,118,0,APPROVED,APPROVED,50.18,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1728,Freight Corridor Project #728 (Manipur),Central Division,MANIPUR,21.8409,83.5815,21.94,165.84,203.95,0,2,34,67,0,REJECTED,PENDING,92.06,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1729,Power Grid Line Project #729 (Meghalaya),Central Division,MEGHALAYA,23.9701,81.7737,68.95,675.73,1138.09,3,3,12,40,0,APPROVED,APPROVED,56.55,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1730,Urban Transit Corridor Project #730 (Mizoram),Central Division,MIZORAM,20.8347,81.8249,250.45,2602.09,3674.31,2,4,30,36,1,APPROVED,APPROVED,79.79,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1731,Industrial Zone Project #731 (Nagaland),Central Division,NAGALAND,19.8195,81.9352,68.71,777.65,1233.76,4,2,22,50,0,REJECTED,APPROVED,91.07,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1732,Bulk Water Pipeline Project #732 (Odisha),Central Division,ODISHA,23.5963,78.3501,307.36,3207.84,4094.87,4,1,3,14,1,PENDING,PENDING,74.98,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1733,Highway Project #733 (Puducherry),Central Division,PUDUCHERRY,23.457,84.7794,189.62,2188.78,3316.64,5,3,15,7,1,APPROVED,PENDING,87.07,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1734,Freight Corridor Project #734 (Punjab),Central Division,PUNJAB,22.7693,84.076,160.18,1894.58,2526.34,3,4,6,37,0,APPROVED,PENDING,56.64,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1735,Power Grid Line Project #735 (Rajasthan),Central Division,RAJASTHAN,24.7582,82.6224,26.26,275.32,436.25,3,3,21,113,0,APPROVED,APPROVED,74.58,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1736,Urban Transit Corridor Project #736 (Sikkim),Central Division,SIKKIM,25.238,79.2072,183.13,2099.53,3433.48,1,1,28,82,0,PENDING,REJECTED,85.53,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1737,Industrial Zone Project #737 (Tamil Nadu),Central Division,TAMIL NADU,12.1545,78.0587,332.39,3492.43,5009.4,3,2,10,55,0,APPROVED,APPROVED,55.57,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1738,Bulk Water Pipeline Project #738 (Telangana),Central Division,TELANGANA,25.3404,76.2825,134.12,806.33,998.71,2,4,32,46,0,APPROVED,PENDING,73.06,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1739,Highway Project #739 (Tripura),Central Division,TRIPURA,25.2846,82.6503,154.42,1049.06,1632.59,6,1,28,89,1,APPROVED,APPROVED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1740,Freight Corridor Project #740 (Uttar Pradesh),Central Division,UTTAR PRADESH,25.5278,81.9441,293.55,3295.93,4855.33,5,3,11,102,1,APPROVED,APPROVED,80.92,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1741,Power Grid Line Project #741 (Uttarakhand),Central Division,UTTARAKHAND,21.6453,84.2598,255.63,1580.05,2219.42,5,2,6,9,0,PENDING,APPROVED,61.28,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1742,Urban Transit Corridor Project #742 (West Bengal),Central Division,WEST BENGAL,22.6481,78.1652,180.57,1795.51,2325.87,7,4,25,101,0,APPROVED,APPROVED,93.27,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1743,Industrial Zone Project #743 (Andaman And Nicobar Islands),Central Division,ANDAMAN AND NICOBAR ISLANDS,21.8636,79.3621,96.81,850.89,1114.88,1,1,8,77,0,PENDING,PENDING,59.51,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1744,Bulk Water Pipeline Project #744 (Andhra Pradesh),Central Division,ANDHRA PRADESH,22.6119,83.0362,241.76,2066.76,2862.77,3,3,33,48,0,PENDING,PENDING,92.41,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1745,Highway Project #745 (Arunachal Pradesh),Central Division,ARUNACHAL PRADESH,20.1313,79.3611,210.96,2033.42,2894.2,7,1,12,40,0,REJECTED,APPROVED,94.21,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1746,Freight Corridor Project #746 (Assam),Central Division,ASSAM,25.5474,89.9014,167.97,1707.44,2741.05,2,2,35,82,0,PENDING,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1747,Power Grid Line Project #747 (Bihar),Central Division,BIHAR,26.3845,84.7188,210.25,1306.69,1771.18,1,1,24,29,0,APPROVED,APPROVED,44.56,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1748,Urban Transit Corridor Project #748 (Chandigarh),Central Division,CHANDIGARH,25.9263,79.0964,122.66,871.76,1231.76,4,3,23,4,0,REJECTED,PENDING,94.63,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1749,Industrial Zone Project #749 (Chhattisgarh),Central Division,CHHATTISGARH,20.8771,78.0501,235.18,1953.3,3266.16,7,6,16,118,1,APPROVED,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1750,Bulk Water Pipeline Project #750 (Dadra And Nagar Haveli),Central Division,DADRA AND NAGAR HAVELI,22.7474,84.0214,50.01,434.59,601.59,0,4,1,94,0,PENDING,PENDING,62.94,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1751,Highway Project #751 (Daman And Diu),Central Division,DAMAN AND DIU,19.338,83.0783,141.19,1251.05,2013.9,7,3,12,70,0,APPROVED,APPROVED,75.17,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1752,Freight Corridor Project #752 (Delhi),Central Division,DELHI,21.8425,76.4931,208.82,1909.93,3155.59,1,4,30,82,0,PENDING,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1753,Power Grid Line Project #753 (Goa),Central Division,GOA,21.0572,81.265,287.54,3171.65,4982.52,5,4,28,30,0,APPROVED,PENDING,83.93,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1754,Urban Transit Corridor Project #754 (Gujarat),Central Division,GUJARAT,21.2098,77.8422,173.97,1104.33,1493.18,5,2,27,51,0,PENDING,APPROVED,82.82,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1755,Industrial Zone Project #755 (Haryana),Central Division,HARYANA,20.9431,75.5172,226.02,2647.78,4474.97,7,0,26,102,0,APPROVED,APPROVED,83.65,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1756,Bulk Water Pipeline Project #756 (Himachal Pradesh),Central Division,HIMACHAL PRADESH,22.9023,80.5149,204.03,1977.53,2482.51,2,1,14,87,0,PENDING,PENDING,69.67,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1757,Highway Project #757 (Jammu And Kashmir),Central Division,JAMMU AND KASHMIR,18.055,80.0038,129.64,1313.9,1603.44,5,5,30,97,0,REJECTED,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1758,Freight Corridor Project #758 (Jharkhand),Central Division,JHARKHAND,24.3855,78.4854,65.28,712.02,957.52,6,4,14,22,0,PENDING,PENDING,87.48,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1759,Power Grid Line Project #759 (Karnataka),Central Division,KARNATAKA,22.3338,84.4126,318.37,2930.42,4205.53,5,1,32,47,0,APPROVED,REJECTED,92.86,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1760,Urban Transit Corridor Project #760 (Kerala),Central Division,KERALA,22.4789,77.8484,95.49,1107.08,1379.12,4,3,19,108,0,PENDING,PENDING,90.33,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1761,Industrial Zone Project #761 (Lakshadweep),Central Division,LAKSHADWEEP,24.4396,79.7155,90.09,639.65,960.52,0,3,11,39,0,PENDING,APPROVED,51.43,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1762,Bulk Water Pipeline Project #762 (Madhya Pradesh),Central Division,MADHYA PRADESH,19.3332,81.2162,78.67,884.49,1328.13,5,2,36,5,1,APPROVED,APPROVED,88.71,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1763,Highway Project #763 (Maharashtra),Central Division,MAHARASHTRA,18.7168,74.777,236.24,2312.71,3109.31,4,1,8,37,1,PENDING,APPROVED,69.75,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1764,Freight Corridor Project #764 (Manipur),Central Division,MANIPUR,25.0598,77.3093,36.84,279.36,431.78,6,3,22,40,0,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1765,Power Grid Line Project #765 (Meghalaya),Central Division,MEGHALAYA,19.2474,82.6195,50.19,332.73,418.83,3,1,7,99,0,APPROVED,APPROVED,50.28,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1766,Urban Transit Corridor Project #766 (Mizoram),Central Division,MIZORAM,20.2471,81.4296,251.61,2370.62,3471.14,6,0,31,26,0,APPROVED,PENDING,79.28,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1767,Industrial Zone Project #767 (Nagaland),Central Division,NAGALAND,22.3756,79.7123,259.26,2328.4,2868.58,4,2,13,74,1,PENDING,PENDING,93.33,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1768,Bulk Water Pipeline Project #768 (Odisha),Central Division,ODISHA,21.8189,82.1208,190.18,2048.61,2682.59,7,1,26,68,0,PENDING,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1769,Highway Project #769 (Puducherry),Central Division,PUDUCHERRY,25.7489,80.1627,237.49,2113.25,3184.25,5,3,24,56,0,APPROVED,APPROVED,75.94,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1770,Freight Corridor Project #770 (Punjab),Central Division,PUNJAB,18.7157,77.5967,122.47,972.33,1396.21,6,3,12,16,0,APPROVED,PENDING,73.91,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1771,Power Grid Line Project #771 (Rajasthan),Central Division,RAJASTHAN,21.7754,77.633,46.0,383.42,583.73,7,0,20,115,0,APPROVED,APPROVED,75.06,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1772,Urban Transit Corridor Project #772 (Sikkim),Central Division,SIKKIM,24.8148,79.3221,255.9,3049.28,4927.32,4,2,30,70,0,APPROVED,PENDING,84.73,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1773,Industrial Zone Project #773 (Tamil Nadu),Central Division,TAMIL NADU,11.9546,79.9901,258.75,1895.3,3034.1,1,1,36,90,0,APPROVED,APPROVED,68.97,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1774,Bulk Water Pipeline Project #774 (Telangana),Central Division,TELANGANA,25.0044,75.8366,27.65,321.78,422.1,2,2,4,46,0,APPROVED,APPROVED,38.47,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1775,Highway Project #775 (Tripura),Central Division,TRIPURA,23.3591,79.0418,60.57,703.73,1053.24,6,4,12,78,1,APPROVED,PENDING,92.34,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1776,Freight Corridor Project #776 (Uttar Pradesh),Central Division,UTTAR PRADESH,27.2301,78.0722,168.12,1275.11,1720.44,2,3,27,109,0,PENDING,APPROVED,79.85,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1777,Power Grid Line Project #777 (Uttarakhand),Central Division,UTTARAKHAND,18.7356,83.9788,125.23,888.21,1454.21,5,1,24,12,0,PENDING,APPROVED,76.89,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1778,Urban Transit Corridor Project #778 (West Bengal),Central Division,WEST BENGAL,19.3263,81.1479,180.52,1230.51,1570.5,7,3,34,10,0,APPROVED,PENDING,93.51,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1779,Industrial Zone Project #779 (Andaman And Nicobar Islands),Central Division,ANDAMAN AND NICOBAR ISLANDS,25.1733,78.5526,22.51,254.92,415.85,2,3,6,108,0,APPROVED,PENDING,63.24,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1780,Bulk Water Pipeline Project #780 (Andhra Pradesh),Central Division,ANDHRA PRADESH,23.8403,83.6256,158.31,1300.48,1725.63,3,3,31,89,0,APPROVED,PENDING,83.88,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1781,Highway Project #781 (Arunachal Pradesh),Central Division,ARUNACHAL PRADESH,20.9667,81.7078,161.93,1430.87,1868.23,6,2,2,85,1,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1782,Freight Corridor Project #782 (Assam),Central Division,ASSAM,27.1077,92.029,279.9,2030.53,2835.78,5,2,36,91,0,PENDING,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1783,Power Grid Line Project #783 (Bihar),Central Division,BIHAR,24.9919,86.901,99.15,1119.23,1685.36,6,2,21,23,1,APPROVED,APPROVED,82.54,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1784,Urban Transit Corridor Project #784 (Chandigarh),Central Division,CHANDIGARH,19.5972,80.739,88.29,875.77,1174.42,4,3,7,92,0,APPROVED,APPROVED,56.43,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1785,Industrial Zone Project #785 (Chhattisgarh),Central Division,CHHATTISGARH,18.8201,77.4714,47.56,540.08,774.88,7,1,16,72,0,APPROVED,APPROVED,70.39,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1786,Bulk Water Pipeline Project #786 (Dadra And Nagar Haveli),Central Division,DADRA AND NAGAR HAVELI,23.4451,78.1485,24.33,269.92,434.19,2,3,26,105,1,PENDING,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1787,Highway Project #787 (Daman And Diu),Central Division,DAMAN AND DIU,25.1935,83.6793,239.33,1455.81,2072.3,5,0,32,3,0,REJECTED,PENDING,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1788,Freight Corridor Project #788 (Delhi),Central Division,DELHI,25.3942,76.7122,130.99,937.24,1269.22,2,2,16,112,0,PENDING,APPROVED,67.09,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1789,Power Grid Line Project #789 (Goa),Central Division,GOA,18.411,78.2094,331.09,3629.88,5769.64,4,4,11,45,0,APPROVED,APPROVED,67.56,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1790,Urban Transit Corridor Project #790 (Gujarat),Central Division,GUJARAT,21.2143,83.9469,216.38,2255.75,3580.99,1,2,26,119,0,PENDING,REJECTED,95.0,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1791,Industrial Zone Project #791 (Haryana),Central Division,HARYANA,21.4974,83.8736,136.1,1612.15,2211.88,2,5,7,17,0,APPROVED,APPROVED,48.65,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1792,Bulk Water Pipeline Project #792 (Himachal Pradesh),Central Division,HIMACHAL PRADESH,21.2742,77.886,278.63,1751.16,2856.94,3,3,22,42,0,PENDING,PENDING,82.96,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1793,Highway Project #793 (Jammu And Kashmir),Central Division,JAMMU AND KASHMIR,21.7051,84.7534,299.78,2058.26,3323.7,3,0,28,79,0,APPROVED,PENDING,76.83,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1794,Freight Corridor Project #794 (Jharkhand),Central Division,JHARKHAND,23.4691,84.7521,61.61,521.91,817.25,5,5,19,32,0,APPROVED,PENDING,81.98,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
PRJ_MST_1795,Power Grid Line Project #795 (Karnataka),Central Division,KARNATAKA,22.651,81.0265,299.69,2169.23,2856.87,6,3,15,92,0,APPROVED,APPROVED,75.62,India_Statewise_Power_Infrastructure_Data_RBI kaggle.csv
